step,starting_modules,modules,move_type,energy,mc_outcome
1472,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,O2Y2OYOY2O2Y2O2YOYO4YO3YO2Y2OY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YOYOYOYOY2O3,9,1.25e+18,cR
1473,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO,7,2e+19,cR
1474,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,6,2e+19,cR
1475,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO,6,2e+19,cR
1476,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1477,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YOYO2YOYOY2OYOYO2YO2Y2OYO2YO5YO2Y2O2YOYO2YOYO2YO2YOY2O2,4,1.25e+18,cR
1478,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,O2YOYOY5O4YOY2O4YO2YOYO3Y2O2Y2O2Y3O2YO3YO4Y3O5YO4YO4Y2O2Y3O,9,1.25e+18,cR
1479,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YOYO6Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1480,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOY2O2YO2YOYOY2OYOYO2YOYO2YO2YOYO2YOYO2Y2O6YOYO5YO2YO2YO2YOYOY2O2YOYO2Y2O,3,1.25e+18,cR
1481,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOY2OYO2YO,1,1.25e+18,cR
1482,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,O3YO2YO2YO2YOYOY2O2YOYO2Y2OYO2YO2YOYO2YOYO2Y2O6YOYO2YOY2O2YO2YOYOY2OYOYO2YO,3,1.25e+18,cR
1483,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2YOYOY2OYOYO2YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2Y2OYOYO2YO2YO5,4,1.25e+18,cR
1484,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YOYO2YOYOY2OYOYO2YO2Y2OYO2YO5YO2Y2O2YOYO2YOYO2YO2YOY2O2,4,1.25e+18,cR
1485,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2Y2OYO2YO5YO2Y2O2YOYO2YOYO2YO2YOY2O2YOYO2YOYOY2OYOYO2,4,1.25e+18,cR
1486,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,7,2e+19,cR
1487,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO3YO2YOY2O2YOYO2YOY2O4YOYO2YOYOYO2YO2Y2OYO2YOYO2YOYOYO5Y2O2YO2YOYO2YOYOYO,9,1.25e+18,cR
1488,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O2YO4YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YO2Y2O2YO,1,1.25e+18,cR
1489,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY3OY2OYO2YOY2O7YO2YOY3O2Y2O2Y2O5YOYO3YO7YO2YO2YOY2OY2O2YO,9,1.25e+18,cR
1490,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO3YO2Y2OY2OYO2YO2YO2YO7Y2OYOY2O2YOY2OYO3Y2O2YO2YOYO3YO2Y2OYO2YOYOYO3YO,10,1.25e+18,cR
1491,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2Y2OYOYO3YO2,7,6.666666666666667e+18,cR
1492,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1493,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YO3YOYO2YO2YOY2O2YO2Y2OYO2YOYO4YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1494,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO,6,2e+19,cR
1495,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOYOYOYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYOYO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1496,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1497,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,O2Y4OYOY3OYOYOYO2YO2YO2YO2YO3YOYO2YO2Y3O5YOYOYO4YO3YO2Y2O4YOYO3Y2O,10,1.25e+18,cR
1498,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1499,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YOYO2YOYOY2OYOYO2YO2Y2OYO2YO5YO2Y,4,1.25e+18,cR
1500,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1501,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYOYO2YOYOYOY2OY2O2YO6YOYO2YOYO2Y2O2YO2YO2YOYO2YOYO2Y2OYOYOY2O5YO2YO2YO2,3,1.25e+18,cR
1502,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,Y2O6YOYO2YOY2O2YO2YOYOY2OYOYO2YO4YO2YO2YO2YOYOY2O2YOYO2Y2OYO2YO2YOYO2YOYO2,3,1.25e+18,cR
1503,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,6,2e+19,cR
1504,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YOYO2YOYOY2OYOYO2YO2Y2OYO2YO5YO2Y,4,1.25e+18,cR
1505,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO,6,2e+19,cR
1506,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOYO2YOYO2YO2YO,7,5e+18,cR
1507,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO3Y4OYOYO3YO4YO2YOY2O3YO4Y2OYOYO4Y2OYO4YO3YO2YO2YO2YO2Y2O2Y4O,10,1.25e+18,cR
1508,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,O3YO2YO2YO2YOYOY2O2YOYO2Y2OYO2YO2YOYO2YOYO2Y2O6YOYO2YOY2O2YO2YOYOY2OYOYO2YO,3,1.25e+18,cR
1509,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YOYO2YOYOY2OYOYO2YO2Y2OYO2YO5YO2Y2O2YOYO2YOYO2YO2YOY2O2,4,1.25e+18,cR
1510,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO2YOY2OYOYO2YOY2O5YOYO2YOY2O2YO2Y2OYO3YO2YOYO2YOYO4YO2YO2YO2YOYOY2O2YO,9,1.25e+18,cR
1511,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO2YOY2OYOYO2YOY2O5YOYO2YOY2O2YO2Y2OYOYO2YOYO2YO2YO5YO2YO2YO2YOYOY2O2YO,9,1.25e+18,cR
1512,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,OY3O3YO2,7,1e+19,cR
1513,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYOY2O2YOY2OYO3Y4O2YO2Y2O2YOYO2Y2O3Y3O2YO3Y2O3YOYO9YO4Y2OYOYO3,9,1.25e+18,cR
1514,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YOYOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOYOY2O2YOYO2,2,1.25e+18,cR
1515,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,Y2O6YOYO2YOY2O2YO2YOYOY2OYOYO2YO4YO2YO2YO2YOYOY2O2YOYO2Y2OYO2YO2YOYO2YOYO2,3,1.25e+18,cR
1516,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYOYO2YO2YOYO3Y3OYO2YO2YO2YO3YO,7,2.857142857142857e+18,cR
1517,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOY2OY2OYO2YOYO2YO2YO2YOYOYOYOYOYO3YO5YO2,7,2.2222222222222223e+18,cR
1518,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO,7,2e+19,cR
1519,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2O2YOYO2YOY2O6YOYO2YOY2O2YOY2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1520,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYOYOYOY2OYOYO2YOYO6YO4Y2O2YO2YOYO2YO3YOYOYOY2O2YO3YO2Y2O2YO2YOYOY2O2YO,9,1.25e+18,cR
1521,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,OYOY5O7YO2YO4YOY2O2YOY2O2Y2O2Y2OYO2Y2O3Y2OYO2YO2Y2O3YO4YOYO5Y2O,10,1.25e+18,cR
1522,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO,6,2e+19,cR
1523,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2Y3O2YO2YO2YO2YO2Y2O6YO2Y2O2YO2YOY2O2YOYOYO2YOYOYO2YO3Y2O3YOYOYOYOYO2YO,10,1.25e+18,cR
1524,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO3YOYOYOYOYOYOYOYOYO5YO2YO3Y2OYOYO2Y2OYOYO3YO2YOYOYO5YOYO2YOYOYOYOYOYO,9,1.25e+18,cR
1525,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,6,2e+19,cR
1526,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOYOYOYO2YO2Y3O6YO3YO2YOY2O2YOYOYO2YO2YOYO2YO2Y2O4YO2Y2O2YOYOY2O2YO,9,1.25e+18,cR
1527,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOY3OYO2YOYO2YOYO5Y2O3YO2YOYO2YOYOYOYOYOYOYOY2O3YOYO3YOYO3YOYOYO3YO2,9,1.25e+18,cR
1528,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O3YO2Y2OYO2YO2YOYOYOYO5YO2YO2YO2YOYOY2O2YO,9,1.25e+18,cR
1529,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO6YOYO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1530,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO,6,2e+19,cR
1531,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYO3YOY2O2YOY2O2YO3YO3YOYOYOYOYO2YOYOYOYOYO2YO2YOYO2Y2O3YOYO2YO2YO2YO2YO,10,1.25e+18,cR
1532,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO2YO2YO2YOYO2YOYO2YO2YOYO3YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1533,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO2YOY2O2YOYO2YOYOY2OYOYO2YO2Y2OYO2YO5YO2Y,4,1.25e+18,cR
1534,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOY2OYO2YO2YOY2O2YO2Y2OYO2YO5YO2YO2YOYO2YOYOY2OYOYO2,2,1.25e+18,cR
1535,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOY2OYOYO2YOYOY2O2YO2YOY2O6YOYO2YO2YO2YOYO2YOYO2Y2O2YOYO2Y2O4YO2YO2YO2YOYO,3,1.25e+18,cR
1536,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,Y2OYOYO2YOYOYOYO2YO2YO2YO2YO3,7,3.3333333333333335e+18,cR
1537,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,7,2e+19,cR
1538,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO2YO2Y,7,1e+19,cR
1539,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOYOYOYOYOYOYO2YO4YO2YOYO2YOYOYO2YOYOYOYO2Y2OY2O6YO2YOYO2YO3YOY2O2YO,9,1.25e+18,cR
1540,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2Y2OYO2YO5YO2Y2O2YOYO2YOYO2YO2YOY2O2YOYO2Y2OYOYO2YO2YO5YOYO2YOYOY2OYOYO2,4,1.25e+18,cR
1541,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,O2YOYOY2OY2O3YOY3O6YOY2O2YOY3O2YO2Y2OYO2YO2YO3YO6YO2YO2YO2YOYOY2O2YO,9,1.25e+18,cR
1542,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2YOYO2YOYO2YO4Y2O2YO2Y2OYO2YO3YOYO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
1543,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO4YO2YOY2OYOYO2YOY2O6YO2YOYOY2OYO2YOYO2YO2Y2O2Y2OYO4YOYOYO2YOYOYOYOYO3,9,1.25e+18,cR
1544,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO2Y2O2YO2Y2O2YO2,7,5e+18,cR
1545,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,Y2OYO2YO3,7,1e+19,cR
1546,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,6,2e+19,cR
1547,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYO2YOYO2YO2YOY2O2YOYO2Y2OYOYO2YO2YO5YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,4,1.25e+18,cR
1548,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO4YO3Y3OYO3YOYO2YOYO5Y2OY3O2YO2YO3YO2YO2YO3YOY2OYO3YOYO2Y2O2YOYOY2O,10,1.25e+18,cR
1549,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2YOYOY2OYOYO2YO2Y2OYO2YO5YO2Y2O2YOYO2YOYO2YO2YOY2O2YOYO2Y2OYOYO2YO2YO5,3,1.25e+18,cR
1550,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YO2Y2OYO2YO5YO2Y2O2YOYO2YOYO2YO2YOY2O2YOYO2YOYOY2OYOYO2,4,1.25e+18,cR
1551,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO4YO2YOY2OYOYOYOYOYOYO3,7,3.3333333333333335e+18,cR
1552,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1553,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2,7,2e+19,cR
1554,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,1,1.25e+18,cR
1555,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YO,7,2e+19,cR
1556,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,O3YO2YO2YO2YOYOY2O2YOYO2Y2OYO2YO2YOYO2YOYO2Y2O6YOYO2YOY2O2YO2YOYOY2OYOYO2YO,3,1.25e+18,cR
1557,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOY2OY2OYOY2O2YOYO6YO2YO2YOYO2YO2YOYOYOYOYO2YOYO3YOYO4YO2YOYO2YOYOY2O3YO,9,1.25e+18,cR
1558,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOY2OYOYO2YOYOY2O2YO2YOY2O6YOYO2YO2YO2YOYO2YOYO2Y2O2YOYO2Y2O4YO2YO2YO2YOYO,3,1.25e+18,cR
1559,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2YOYOY2OYOYO2YO2Y2OYO2YO5YO2Y2O2YOYO2YOYO2YO2YOY2O2YOYO2Y2OYOYO2YO2YO5,3,1.25e+18,cR
1560,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYOYO2YO2YO5YOYO2YOYOY2OYOYO2YO2Y2OYO2YO5YO2Y2O2YOYO2YOYO2YO2YOY2O2,4,1.25e+18,cR
1561,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,OYOYO2Y4OYO2YO2Y4O2YO2YO2YO3YOY2O2YO2Y2O5YOYO3Y2O2Y2O5YO4YOYO3Y2O,10,1.25e+18,cR
1562,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO2YOYOYOYOY2O2YOY3O6YOYO3YO2YO2Y3OYO2YO2Y2OYO2YO6YO2YO2YO2YOYOY2O2YO,9,1.25e+18,cR
1563,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YO4Y2OY2OYOYOYO2Y2O6YOYO2YOY2OYO2Y2O2YO3YO2YOYO2YO2YO2YO2YOYO2YOYOYOYO2YO,9,1.25e+18,cR
1564,YO2YOYOY2OYOYO2YOY2O6YOYO2YOY2O2YO2Y2OYO2YO2YOYO2YOYO5YO2YO2YO2YOYOY2O2YO,YOYO2Y2OYO2YO2YOYO5YO2YOYO2YOYO2YO2YOY2O2YO2Y2OYO2YO5YO2Y2OYO2YOYOY2OYOYO2,2,1.25e+18,cR
